order_item_id,order_id,product_id,quantity,unit_price,total_price,customer_id,order_date,payment_method,product_name,category,price,customer_name,city,gender,age
ITEM101271,ORD17484,PROD1082,7,3248.1,22736.7,CUST4198,2023-07-13,COD,Qui,Fashion,3248.1,Ijaya Shankar,Pune,Other,45
ITEM101272,ORD23465,PROD1013,1,3071.65,3071.65,CUST5340,2025-03-20,NetBanking,Voluptatem,Groceries,3071.65,Inaya Buch,Hyderabad,Male,29
ITEM101273,ORD18238,PROD1036,8,2558.66,20469.28,CUST4836,2025-09-10,NetBanking,Corporis,Electronics,2558.66,Ronith Saxena,Chennai,Male,58
ITEM101274,ORD19651,PROD1084,5,3372.26,16861.3,CUST4407,2025-08-19,COD,Porro,Fashion,3372.26,Urmi Keer,Bengaluru,Other,34
ITEM101275,ORD14207,PROD1201,1,1725.94,1725.94,CUST4830,2024-06-19,UPI,Libero,Home,1725.94,Qarin Varughese,Bengaluru,Male,58
ITEM101276,ORD14271,PROD1141,7,439.38,3075.66,CUST4913,2024-03-01,NetBanking,Officia,Fashion,439.38,Jyoti Bassi,Chennai,Male,32
ITEM101277,ORD13133,PROD1160,7,2908.97,20362.79,CUST1955,2023-05-20,COD,Laborum,Groceries,2908.97,Geetika Dhaliwal,Chennai,Other,57
ITEM101278,ORD13113,PROD1045,10,2031.62,20316.2,CUST4848,2024-12-14,Card,Doloremque,Fashion,2031.62,Madhavi Nazareth,Bengaluru,Female,25
ITEM101279,ORD14531,PROD1196,9,2737.43,24636.87,CUST4959,2024-07-22,COD,Dicta,Groceries,2737.43,Idika Saran,Pune,Male,46
ITEM101280,ORD12298,PROD1113,9,3940.66,35465.94,CUST1205,2024-11-01,NetBanking,Hic,Home,3940.66,Lipika Agate,Pune,Male,64
ITEM101281,ORD13330,PROD1174,6,4789.55,28737.3,CUST4123,2022-12-07,NetBanking,Necessitatibus,Fashion,4789.55,Harinakshi Bala,Pune,Male,30
ITEM101282,ORD24610,PROD1068,6,4119.0,24714.0,CUST1518,2025-08-01,COD,Asperiores,Home,4119.0,Victor Dada,Pune,Male,31
ITEM101283,ORD12324,PROD1263,6,325.36,1952.16,CUST4762,2022-12-15,UPI,Dolores,Electronics,325.36,Hemal Bajwa,Mumbai,Female,55
ITEM101284,ORD17974,PROD1100,3,1921.0,5763.0,CUST2287,2023-05-17,Card,Libero,Electronics,1921.0,Lakshit Bali,Chennai,Other,23
ITEM101285,ORD10188,PROD1094,4,3929.4,15717.6,CUST2024,2025-06-07,NetBanking,Minus,Fashion,3929.4,Hemangini Chanda,Pune,Other,33
ITEM101286,ORD15566,PROD1049,3,4206.01,12618.03,CUST4313,2025-07-16,COD,Veniam,Fashion,4206.01,Sara Kant,Bengaluru,Other,33
ITEM101287,ORD15589,PROD1154,5,4770.53,23852.65,CUST4590,2025-06-26,COD,Recusandae,Home,4770.53,Tamanna Prashad,Mumbai,Female,41
ITEM101288,ORD24674,PROD1060,6,236.58,1419.48,CUST4329,2025-05-30,UPI,Amet,Home,236.58,Ria Subramanian,Pune,Female,57
ITEM101289,ORD19078,PROD1287,5,4207.0,21035.0,CUST5400,2023-01-17,NetBanking,Maiores,Electronics,4207.0,Yagnesh Misra,Bengaluru,Other,38
ITEM101290,ORD14587,PROD1210,4,2893.65,11574.6,CUST3544,2024-08-21,UPI,Quae,Home,2893.65,Niharika Sura,Pune,Male,30
ITEM101291,ORD23577,PROD1107,1,4785.24,4785.24,CUST3561,2023-01-15,NetBanking,Quaerat,Fashion,4785.24,Wahab Warrior,Chennai,Female,51
ITEM101292,ORD17140,PROD1200,5,3087.05,15435.25,CUST5951,2024-08-13,Card,Voluptatem,Fashion,3087.05,Urmi Kumer,Mumbai,Female,22
ITEM101293,ORD13466,PROD1197,5,3522.61,17613.05,CUST3195,2025-09-20,COD,Quo,Groceries,3522.61,Barkha Dixit,Mumbai,Female,48
ITEM101294,ORD11353,PROD1202,7,1253.59,8775.13,CUST2624,2023-05-19,Card,Velit,Fashion,1253.59,Amrita Sathe,Mumbai,Male,32
ITEM101295,ORD13825,PROD1130,3,4864.62,14593.86,CUST2929,2023-02-20,UPI,Atque,Groceries,4864.62,Farhan Singhal,Chennai,Other,60
ITEM101296,ORD11059,PROD1200,6,3087.05,18522.3,CUST2329,2023-07-07,UPI,Voluptatem,Fashion,3087.05,Wishi Gill,Hyderabad,Female,32
ITEM101297,ORD13637,PROD1142,7,3060.45,21423.15,CUST5515,2024-08-25,COD,Alias,Home,3060.45,Owen Parekh,Chennai,Male,34
ITEM101298,ORD13152,PROD1090,5,1204.96,6024.8,CUST5964,2024-05-15,UPI,Similique,Fashion,1204.96,Nimrat Walla,Chennai,Male,26
ITEM101299,ORD19743,PROD1254,4,1650.17,6600.68,CUST2303,2024-02-02,UPI,Laudantium,Home,1650.17,Ronith Thaker,Bengaluru,Other,24
ITEM101300,ORD21643,PROD1107,10,4785.24,47852.4,CUST3769,2023-07-08,UPI,Quaerat,Fashion,4785.24,Janya Hora,Mumbai,Female,40
ITEM101301,ORD10352,PROD1290,6,4478.66,26871.96,CUST1263,2024-07-09,NetBanking,Impedit,Electronics,4478.66,Advay Mitter,Hyderabad,Male,21
ITEM101302,ORD22430,PROD1209,5,4542.21,22711.05,CUST2890,2023-07-16,Card,Repudiandae,Fashion,4542.21,Faris Chawla,Mumbai,Female,25
ITEM101303,ORD13913,PROD1133,5,667.35,3336.75,CUST4207,2024-07-12,UPI,Veniam,Groceries,667.35,Tripti Sarkar,Pune,Other,61
ITEM101304,ORD22880,PROD1000,10,2046.02,20460.2,CUST5794,2023-07-02,UPI,Facere,Fashion,2046.02,Ira Chaudhary,Chennai,Female,64
ITEM101305,ORD21102,PROD1113,6,3940.66,23643.96,CUST3724,2025-09-02,COD,Hic,Home,3940.66,Wakeeta Kala,Chennai,Other,41
ITEM101306,ORD18409,PROD1223,4,1279.49,5117.96,CUST3526,2025-06-15,UPI,Voluptatibus,Fashion,1279.49,Anya Shukla,Bengaluru,Female,50
ITEM101307,ORD18291,PROD1077,10,4387.1,43871.0,CUST2709,2024-07-24,UPI,Labore,Electronics,4387.1,Falguni Choudhry,Mumbai,Other,65
ITEM101308,ORD14933,PROD1213,3,4243.83,12731.49,CUST5693,2025-09-27,NetBanking,Voluptatum,Fashion,4243.83,Zayan Mannan,Hyderabad,Other,30
ITEM101309,ORD18566,PROD1100,1,1921.0,1921.0,CUST1183,2025-03-24,UPI,Libero,Electronics,1921.0,Jeet Murthy,Chennai,Male,58
ITEM101310,ORD10714,PROD1282,2,2895.52,5791.04,CUST2439,2023-06-28,NetBanking,Nemo,Groceries,2895.52,Aditya Ramakrishnan,Mumbai,Male,52
ITEM101311,ORD13602,PROD1289,8,3320.42,26563.36,CUST4665,2023-03-25,COD,Adipisci,Fashion,3320.42,Nidhi Pau,Hyderabad,Male,27
ITEM101312,ORD18272,PROD1070,3,1262.34,3787.02,CUST2120,2024-10-05,UPI,Neque,Home,1262.34,Arin Singh,Chennai,Other,27
ITEM101313,ORD24519,PROD1165,1,2690.86,2690.86,CUST4523,2025-10-21,COD,Itaque,Home,2690.86,Watika Kata,Bengaluru,Other,25
ITEM101314,ORD24964,PROD1204,1,2578.78,2578.78,CUST4921,2023-07-06,NetBanking,Quidem,Home,2578.78,Januja Nagy,Mumbai,Male,57
ITEM101315,ORD14075,PROD1145,5,1855.0,9275.0,CUST2317,2023-07-28,Card,Harum,Electronics,1855.0,Abdul Kamdar,Pune,Other,42
ITEM101316,ORD12056,PROD1005,9,3427.98,30851.82,CUST3455,2025-07-08,UPI,Magni,Fashion,3427.98,Amara Setty,Pune,Female,63
ITEM101317,ORD12357,PROD1276,8,1112.55,8900.4,CUST5369,2025-04-09,Card,Ducimus,Groceries,1112.55,Rishi Bora,Pune,Other,48
ITEM101318,ORD16701,PROD1197,9,3522.61,31703.49,CUST4445,2023-06-05,NetBanking,Quo,Groceries,3522.61,Dev Sha,Mumbai,Male,18
ITEM101319,ORD22792,PROD1167,4,2295.54,9182.16,CUST5930,2025-09-01,Card,Molestiae,Fashion,2295.54,Januja Iyer,Bengaluru,Other,25
ITEM101320,ORD24415,PROD1191,3,1130.89,3392.67,CUST5371,2024-08-18,NetBanking,Quae,Groceries,1130.89,Baghyawati Shanker,Pune,Female,19
ITEM101321,ORD13517,PROD1126,3,2513.07,7539.21,CUST1342,2022-12-21,Card,Iste,Groceries,2513.07,Falguni Narasimhan,Pune,Male,46
ITEM101322,ORD18631,PROD1068,10,4119.0,41190.0,CUST2075,2024-01-11,UPI,Asperiores,Home,4119.0,Ekantika Khanna,Mumbai,Female,47
ITEM101323,ORD22072,PROD1013,8,3071.65,24573.2,CUST5971,2023-10-02,Card,Voluptatem,Groceries,3071.65,Devansh Chahal,Bengaluru,Other,23
ITEM101324,ORD15511,PROD1133,3,667.35,2002.05,CUST1902,2023-06-26,NetBanking,Veniam,Groceries,667.35,Yashica Venkatesh,Pune,Male,43
ITEM101325,ORD17717,PROD1019,7,3243.18,22702.26,CUST5619,2023-04-13,NetBanking,Cum,Home,3243.18,Gautam Kapoor,Pune,Female,36
ITEM101326,ORD12774,PROD1264,6,608.23,3649.38,CUST3570,2023-01-15,Card,Repudiandae,Groceries,608.23,Deepa Mohan,Chennai,Male,25
ITEM101327,ORD16528,PROD1150,9,1711.21,15400.89,CUST5468,2023-10-08,Card,Tenetur,Fashion,1711.21,Ishwar Mahal,Bengaluru,Other,43
ITEM101328,ORD14340,PROD1169,4,3218.73,12874.92,CUST5670,2024-11-25,COD,Et,Fashion,3218.73,Nitara Bumb,Hyderabad,Male,18
ITEM101329,ORD14937,PROD1074,8,4842.78,38742.24,CUST4011,2024-07-05,NetBanking,Qui,Electronics,4842.78,Qasim Baral,Mumbai,Male,36
ITEM101330,ORD23087,PROD1086,2,1500.17,3000.34,CUST2644,2023-07-24,NetBanking,Illo,Fashion,1500.17,Faraj Mannan,Pune,Female,21
ITEM101331,ORD20724,PROD1188,2,1410.9,2821.8,CUST3951,2024-03-29,UPI,Ullam,Groceries,1410.9,Isaac Sarma,Pune,Male,40
ITEM101332,ORD11182,PROD1242,10,4597.59,45975.9,CUST5902,2023-11-04,UPI,Unde,Groceries,4597.59,Ubika Comar,Hyderabad,Male,44
ITEM101333,ORD17408,PROD1153,3,1694.42,5083.26,CUST5618,2025-08-21,NetBanking,Error,Home,1694.42,Gagan Vora,Hyderabad,Female,57
ITEM101334,ORD19043,PROD1263,8,325.36,2602.88,CUST3781,2023-03-27,COD,Dolores,Electronics,325.36,Kala Ghosh,Chennai,Male,44
ITEM101335,ORD17408,PROD1018,7,1433.44,10034.08,CUST5618,2025-08-21,NetBanking,Ad,Fashion,1433.44,Gagan Vora,Hyderabad,Female,57
ITEM101336,ORD18251,PROD1116,4,2606.82,10427.28,CUST1575,2025-01-21,Card,Eaque,Electronics,2606.82,Qasim Rajagopal,Chennai,Male,56
ITEM101337,ORD10467,PROD1180,2,282.77,565.54,CUST1149,2025-04-27,COD,Dignissimos,Home,282.77,Ayaan Sibal,Hyderabad,Male,64
ITEM101338,ORD15552,PROD1113,6,3940.66,23643.96,CUST2374,2025-01-12,Card,Hic,Home,3940.66,Pushti Shenoy,Bengaluru,Male,36
ITEM101339,ORD20838,PROD1271,5,3320.4,16602.0,CUST3845,2024-08-07,UPI,Expedita,Electronics,3320.4,Ishwar Bhatt,Pune,Male,39
ITEM101340,ORD24420,PROD1150,8,1711.21,13689.68,CUST3481,2024-02-26,UPI,Tenetur,Fashion,1711.21,Megha Pathak,Mumbai,Female,23
ITEM101341,ORD22835,PROD1149,10,3789.1,37891.0,CUST3919,2024-12-03,UPI,Nulla,Electronics,3789.1,Amrita Grover,Bengaluru,Female,38
ITEM101342,ORD10300,PROD1289,8,3320.42,26563.36,CUST5431,2024-05-27,NetBanking,Adipisci,Fashion,3320.42,Utkarsh Patla,Chennai,Male,18
ITEM101343,ORD17234,PROD1084,10,3372.26,33722.6,CUST4306,2024-01-24,COD,Porro,Fashion,3372.26,Dipta Issac,Chennai,Female,64
ITEM101344,ORD13592,PROD1262,6,2076.04,12456.24,CUST3505,2024-04-04,Card,Facilis,Home,2076.04,Oeshi Hayre,Hyderabad,Female,64
ITEM101345,ORD17027,PROD1065,3,1387.72,4163.16,CUST3839,2023-01-29,NetBanking,Minima,Groceries,1387.72,Zinal Kurian,Hyderabad,Male,56
ITEM101346,ORD14410,PROD1007,3,2325.72,6977.16,CUST5390,2025-06-15,UPI,Quos,Home,2325.72,Leela Din,Chennai,Male,34
ITEM101347,ORD23642,PROD1150,10,1711.21,17112.1,CUST2787,2023-12-27,Card,Tenetur,Fashion,1711.21,Azad Sura,Mumbai,Female,34
ITEM101348,ORD24706,PROD1253,5,1019.7,5098.5,CUST1795,2025-11-08,COD,Error,Electronics,1019.7,Samar Sur,Mumbai,Female,34
ITEM101349,ORD19330,PROD1078,8,2486.64,19893.12,CUST3644,2024-12-11,NetBanking,Maiores,Electronics,2486.64,Udyati Kulkarni,Hyderabad,Male,42
ITEM101350,ORD21746,PROD1105,8,1349.39,10795.12,CUST2087,2024-02-24,NetBanking,Aliquam,Electronics,1349.39,Sarthak Tella,Mumbai,Other,27
ITEM101351,ORD10998,PROD1198,1,3896.71,3896.71,CUST3834,2025-06-06,COD,Magnam,Home,3896.71,Vasana Hari,Chennai,Other,19
ITEM101352,ORD11068,PROD1225,3,2079.31,6237.93,CUST2367,2025-09-15,Card,Itaque,Home,2079.31,Januja Wable,Mumbai,Male,63
ITEM101353,ORD15367,PROD1020,8,1132.25,9058.0,CUST2336,2023-03-07,Card,Culpa,Home,1132.25,Jagdish Kalita,Mumbai,Male,42
ITEM101354,ORD14179,PROD1250,1,3133.08,3133.08,CUST3581,2025-01-31,UPI,Maxime,Electronics,3133.08,Damyanti Arora,Bengaluru,Other,40
ITEM101355,ORD18252,PROD1199,1,3271.74,3271.74,CUST4978,2024-08-11,NetBanking,Nobis,Groceries,3271.74,Mason Sane,Hyderabad,Female,54
ITEM101356,ORD11291,PROD1006,4,2549.51,10198.04,CUST5852,2024-05-19,UPI,Dignissimos,Fashion,2549.51,Janaki Bhatt,Bengaluru,Male,21
ITEM101357,ORD24420,PROD1281,1,1103.66,1103.66,CUST3481,2024-02-26,UPI,Labore,Electronics,1103.66,Megha Pathak,Mumbai,Female,23
ITEM101358,ORD11219,PROD1287,5,4207.0,21035.0,CUST3958,2023-09-15,NetBanking,Maiores,Electronics,4207.0,Gabriel Sarraf,Chennai,Female,26
ITEM101359,ORD11977,PROD1195,9,2170.32,19532.88,CUST4116,2024-11-08,NetBanking,Excepturi,Groceries,2170.32,Ati Kala,Bengaluru,Male,47
ITEM101360,ORD15762,PROD1122,5,4101.01,20505.05,CUST4324,2024-01-05,COD,Velit,Electronics,4101.01,Tripti Muni,Mumbai,Other,61
ITEM101361,ORD21635,PROD1252,9,4092.95,36836.55,CUST4799,2025-06-30,NetBanking,Autem,Home,4092.95,Tara Atwal,Pune,Male,23
ITEM101362,ORD20732,PROD1072,6,1223.57,7341.42,CUST3054,2025-02-12,Card,Reiciendis,Groceries,1223.57,Bhavani Narang,Mumbai,Other,61
ITEM101363,ORD21462,PROD1293,7,4620.36,32342.52,CUST4298,2023-08-23,Card,Fugiat,Electronics,4620.36,Ishani Srinivasan,Chennai,Male,56
ITEM101364,ORD24193,PROD1129,8,4260.41,34083.28,CUST1245,2024-04-09,NetBanking,A,Fashion,4260.41,Champak Raj,Hyderabad,Male,59
ITEM101365,ORD17511,PROD1149,6,3789.1,22734.6,CUST2032,2025-09-09,COD,Nulla,Electronics,3789.1,Daksha Bansal,Pune,Female,58
ITEM101366,ORD16843,PROD1020,5,1132.25,5661.25,CUST3247,2024-06-17,Card,Culpa,Home,1132.25,Urvi Bera,Hyderabad,Other,46
ITEM101367,ORD17222,PROD1020,1,1132.25,1132.25,CUST1819,2023-12-29,UPI,Culpa,Home,1132.25,Timothy Bassi,Chennai,Male,48
ITEM101368,ORD23348,PROD1237,5,2037.32,10186.6,CUST3501,2024-11-27,COD,Repellendus,Electronics,2037.32,Onkar Thakur,Chennai,Female,62
ITEM101369,ORD14399,PROD1263,10,325.36,3253.6,CUST1190,2023-03-22,NetBanking,Dolores,Electronics,325.36,Logan Chaudhry,Pune,Male,59
ITEM101370,ORD17908,PROD1142,8,3060.45,24483.6,CUST1566,2023-08-04,UPI,Alias,Home,3060.45,Neel Subramanian,Pune,Female,33
ITEM101371,ORD15993,PROD1136,6,2226.64,13359.84,CUST1387,2024-02-04,COD,Eaque,Home,2226.64,Anya Borde,Chennai,Female,28
ITEM101372,ORD17965,PROD1193,5,1804.61,9023.05,CUST5576,2025-11-19,UPI,Quibusdam,Groceries,1804.61,Brinda Upadhyay,Bengaluru,Male,47
ITEM101373,ORD11753,PROD1114,3,3339.09,10017.27,CUST1330,2024-04-21,UPI,Dolore,Home,3339.09,Megha Naidu,Mumbai,Other,22
ITEM101374,ORD20225,PROD1208,1,2471.88,2471.88,CUST5904,2023-07-03,COD,Optio,Fashion,2471.88,Ishani Kade,Mumbai,Female,47
ITEM101375,ORD23555,PROD1102,2,232.42,464.84,CUST4566,2024-08-12,UPI,Saepe,Fashion,232.42,Rachana Bhatnagar,Mumbai,Female,45
ITEM101376,ORD19787,PROD1073,7,3636.83,25457.81,CUST5745,2024-02-14,NetBanking,Vitae,Electronics,3636.83,Ekiya Sabharwal,Mumbai,Female,56
ITEM101377,ORD14935,PROD1008,2,4741.88,9483.76,CUST5763,2024-04-23,COD,Officia,Fashion,4741.88,Chakradhar Kapoor,Chennai,Male,20
ITEM101378,ORD14102,PROD1285,8,4189.26,33514.08,CUST1775,2024-11-29,UPI,Consectetur,Groceries,4189.26,Karan Mann,Chennai,Female,44
ITEM101379,ORD24940,PROD1289,9,3320.42,29883.78,CUST4877,2023-08-11,Card,Adipisci,Fashion,3320.42,Bishakha Bal,Pune,Male,39
ITEM101380,ORD24560,PROD1005,2,3427.98,6855.96,CUST1441,2023-08-09,COD,Magni,Fashion,3427.98,Neel Sahota,Mumbai,Female,30
ITEM101381,ORD20626,PROD1102,8,232.42,1859.36,CUST4428,2023-11-09,Card,Saepe,Fashion,232.42,Siya Chad,Hyderabad,Male,40
ITEM101382,ORD11848,PROD1169,3,3218.73,9656.19,CUST3903,2024-12-17,NetBanking,Et,Fashion,3218.73,Balveer Chadha,Mumbai,Other,20
ITEM101383,ORD24378,PROD1165,1,2690.86,2690.86,CUST5991,2024-01-02,UPI,Itaque,Home,2690.86,Sachi Hari,Chennai,Female,36
ITEM101384,ORD18970,PROD1204,1,2578.78,2578.78,CUST2407,2023-01-08,UPI,Quidem,Home,2578.78,Rudra Chhabra,Pune,Female,24
ITEM101385,ORD17528,PROD1168,2,1662.65,3325.3,CUST4527,2023-03-11,COD,Natus,Electronics,1662.65,Fariq Sani,Pune,Other,23
ITEM101386,ORD23057,PROD1050,4,4002.16,16008.64,CUST5314,2024-08-19,COD,Aperiam,Fashion,4002.16,Yadavi Handa,Pune,Other,52
ITEM101387,ORD15497,PROD1124,3,1841.58,5524.74,CUST2185,2023-01-03,Card,Voluptatem,Home,1841.58,Vanya Sachar,Chennai,Male,20
ITEM101388,ORD16996,PROD1217,9,2243.12,20188.08,CUST3206,2024-03-25,NetBanking,Ratione,Home,2243.12,Timothy Bhargava,Chennai,Other,58
ITEM101389,ORD13996,PROD1051,7,1144.44,8011.08,CUST2811,2024-01-25,NetBanking,Esse,Groceries,1144.44,Qabil Mohanty,Bengaluru,Male,58
ITEM101390,ORD10546,PROD1290,7,4478.66,31350.62,CUST2097,2023-03-13,COD,Impedit,Electronics,4478.66,Max Parikh,Bengaluru,Female,34
ITEM101391,ORD14433,PROD1266,5,2406.44,12032.2,CUST2438,2025-05-05,NetBanking,Corrupti,Groceries,2406.44,Eesha Upadhyay,Chennai,Male,33
ITEM101392,ORD19405,PROD1079,7,3543.11,24801.77,CUST5861,2025-02-25,Card,Pariatur,Home,3543.11,Turvi Om,Bengaluru,Female,52
ITEM101393,ORD16510,PROD1148,5,1002.06,5010.3,CUST2585,2024-09-01,COD,Inventore,Groceries,1002.06,Yuvraj Radhakrishnan,Bengaluru,Female,45
ITEM101394,ORD20317,PROD1052,3,1090.42,3271.26,CUST4026,2024-09-28,COD,Aliquid,Home,1090.42,Zinal Oommen,Pune,Male,54
ITEM101395,ORD11552,PROD1060,3,236.58,709.74,CUST3809,2024-01-19,Card,Amet,Home,236.58,Harsh Dara,Bengaluru,Female,31
ITEM101396,ORD14897,PROD1253,10,1019.7,10197.0,CUST4462,2025-01-16,Card,Error,Electronics,1019.7,Leena Patla,Chennai,Female,38
ITEM101397,ORD22829,PROD1044,1,2854.17,2854.17,CUST5645,2025-04-11,NetBanking,Fuga,Electronics,2854.17,Maanas Ravi,Pune,Male,55
ITEM101398,ORD13246,PROD1285,9,4189.26,37703.34,CUST1006,2023-04-13,Card,Consectetur,Groceries,4189.26,Quincy Prakash,Hyderabad,Other,47
ITEM101399,ORD23768,PROD1209,10,4542.21,45422.1,CUST3156,2024-08-20,Card,Repudiandae,Fashion,4542.21,Kalpit Patla,Bengaluru,Male,49
ITEM101400,ORD19388,PROD1104,9,3591.53,32323.77,CUST1485,2025-01-21,Card,Incidunt,Home,3591.53,Tanish Ravi,Chennai,Other,19
ITEM101401,ORD12358,PROD1248,8,1644.28,13154.24,CUST2337,2025-10-11,COD,Reprehenderit,Electronics,1644.28,Nathaniel Bhatti,Mumbai,Other,47
ITEM101402,ORD16754,PROD1239,7,4207.19,29450.33,CUST4495,2023-04-16,COD,Nesciunt,Groceries,4207.19,William Chanda,Mumbai,Male,36
ITEM101403,ORD18824,PROD1055,10,3039.56,30395.6,CUST1514,2023-11-14,NetBanking,Distinctio,Fashion,3039.56,Dalbir Mall,Bengaluru,Male,36
ITEM101404,ORD14011,PROD1153,7,1694.42,11860.94,CUST3155,2024-09-07,UPI,Error,Home,1694.42,Yamini Sankar,Pune,Female,60
ITEM101405,ORD13570,PROD1188,9,1410.9,12698.1,CUST1530,2024-07-25,NetBanking,Ullam,Groceries,1410.9,Tara Amble,Chennai,Other,19
ITEM101406,ORD22239,PROD1146,6,2519.34,15116.04,CUST1683,2023-12-04,NetBanking,Voluptatibus,Electronics,2519.34,Shravya Memon,Hyderabad,Male,18
ITEM101407,ORD19201,PROD1021,1,3011.42,3011.42,CUST1079,2025-01-15,Card,Aspernatur,Home,3011.42,Eiravati Badami,Chennai,Female,55
ITEM101408,ORD19146,PROD1156,1,1519.27,1519.27,CUST1958,2023-12-11,UPI,Impedit,Groceries,1519.27,Harrison Karnik,Bengaluru,Other,22
ITEM101409,ORD15111,PROD1091,4,2645.13,10580.52,CUST1240,2023-09-02,UPI,Accusamus,Electronics,2645.13,Alka Bala,Chennai,Female,23
ITEM101410,ORD20476,PROD1115,3,4280.26,12840.78,CUST5091,2025-10-04,UPI,Labore,Fashion,4280.26,Faraj Raja,Mumbai,Female,25
ITEM101411,ORD12800,PROD1278,1,1283.03,1283.03,CUST1845,2025-07-06,COD,Commodi,Electronics,1283.03,Anthony Baria,Hyderabad,Female,24
ITEM101412,ORD16768,PROD1066,5,236.67,1183.35,CUST3383,2024-11-28,UPI,Error,Groceries,236.67,Sarthak Dhar,Chennai,Male,64
ITEM101413,ORD10822,PROD1135,2,4872.38,9744.76,CUST1762,2023-12-28,NetBanking,Quaerat,Electronics,4872.38,Chameli Chada,Chennai,Other,46
ITEM101414,ORD24861,PROD1176,7,2837.8,19864.6,CUST1848,2025-03-06,UPI,Cum,Fashion,2837.8,Wyatt Varghese,Chennai,Male,54
ITEM101415,ORD15779,PROD1273,9,612.55,5512.95,CUST1256,2022-12-17,UPI,Consequuntur,Groceries,612.55,Hredhaan Krish,Pune,Female,62
ITEM101416,ORD19010,PROD1097,8,305.84,2446.72,CUST1118,2025-08-02,Card,Excepturi,Electronics,305.84,Xavier Batta,Mumbai,Other,26
ITEM101417,ORD19649,PROD1016,7,2581.93,18073.51,CUST2810,2025-02-14,Card,Ut,Electronics,2581.93,Falak Char,Bengaluru,Male,62
ITEM101418,ORD23027,PROD1105,9,1349.39,12144.51,CUST3073,2024-01-03,Card,Aliquam,Electronics,1349.39,Veda Joshi,Mumbai,Other,48
ITEM101419,ORD14468,PROD1210,5,2893.65,14468.25,CUST3047,2024-04-18,Card,Quae,Home,2893.65,Upkaar Choudhury,Mumbai,Male,20
ITEM101420,ORD18533,PROD1154,9,4770.53,42934.77,CUST4901,2023-07-12,Card,Recusandae,Home,4770.53,Kevin Din,Hyderabad,Other,21
ITEM101421,ORD24365,PROD1038,6,2632.72,15796.32,CUST2655,2025-06-03,NetBanking,Ex,Groceries,2632.72,Oliver Ghose,Mumbai,Female,18
ITEM101422,ORD16573,PROD1279,4,4307.02,17228.08,CUST3662,2024-04-11,NetBanking,Ducimus,Fashion,4307.02,Leela Sastry,Bengaluru,Male,64
ITEM101423,ORD21709,PROD1162,10,2276.21,22762.1,CUST2233,2023-10-03,Card,Adipisci,Groceries,2276.21,Kiaan Puri,Mumbai,Female,54
ITEM101424,ORD21139,PROD1127,8,4256.09,34048.72,CUST2350,2025-06-06,COD,Neque,Groceries,4256.09,Timothy Swaminathan,Hyderabad,Male,31
ITEM101425,ORD23445,PROD1257,9,1774.55,15970.95,CUST1804,2024-03-04,Card,Occaecati,Home,1774.55,Chakrika Murthy,Hyderabad,Other,51
ITEM101426,ORD16851,PROD1277,1,4533.34,4533.34,CUST3999,2024-07-16,NetBanking,Vitae,Fashion,4533.34,Yadavi Kamdar,Mumbai,Male,39
ITEM101427,ORD10410,PROD1128,10,2156.52,21565.2,CUST2412,2025-09-11,Card,Ipsum,Home,2156.52,Advika Andra,Chennai,Male,44
ITEM101428,ORD19560,PROD1291,7,3115.96,21811.72,CUST1102,2024-07-20,COD,Laboriosam,Electronics,3115.96,Bhavini Kashyap,Hyderabad,Other,31
ITEM101429,ORD21351,PROD1236,4,3643.72,14574.88,CUST5617,2024-06-20,Card,Vel,Groceries,3643.72,Aarna Gulati,Hyderabad,Other,57
ITEM101430,ORD12677,PROD1205,7,452.05,3164.35,CUST5081,2024-06-04,UPI,Voluptatum,Home,452.05,Lucky Ganesh,Mumbai,Other,37
ITEM101431,ORD10275,PROD1212,6,3926.1,23556.6,CUST3146,2024-10-08,COD,Saepe,Electronics,3926.1,Zashil Dua,Chennai,Male,39
ITEM101432,ORD24757,PROD1049,5,4206.01,21030.05,CUST3274,2024-03-19,COD,Veniam,Fashion,4206.01,Chakrika Sabharwal,Bengaluru,Other,43
ITEM101433,ORD11177,PROD1200,7,3087.05,21609.35,CUST4753,2024-05-09,COD,Voluptatem,Fashion,3087.05,Laban Sarma,Pune,Other,33
ITEM101434,ORD14738,PROD1061,10,1408.96,14089.6,CUST2307,2024-09-09,Card,Fuga,Fashion,1408.96,Ishita Tak,Chennai,Female,47
ITEM101435,ORD23559,PROD1289,9,3320.42,29883.78,CUST4946,2025-08-12,COD,Adipisci,Fashion,3320.42,Balvan Rai,Hyderabad,Other,33
ITEM101436,ORD15597,PROD1062,9,4075.68,36681.12,CUST4387,2023-12-03,UPI,Iure,Groceries,4075.68,Reva Luthra,Bengaluru,Female,41
ITEM101437,ORD16244,PROD1229,10,1233.33,12333.3,CUST5365,2023-09-10,COD,Saepe,Fashion,1233.33,Michael Iyengar,Bengaluru,Female,20
ITEM101438,ORD10832,PROD1061,5,1408.96,7044.8,CUST4701,2023-02-05,COD,Fuga,Fashion,1408.96,Ekansh Mitter,Mumbai,Male,56
ITEM101439,ORD17688,PROD1188,1,1410.9,1410.9,CUST3013,2023-03-06,Card,Ullam,Groceries,1410.9,Vritti Jha,Mumbai,Other,53
